catalogNumber,Species,Genus,Subfamily,Family,Sex,Collection,Notes,Locality,Collection Date
UCSB_IZC00058712_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058735_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00065440_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00055336_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00062594_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058790_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058703_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00055785_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00065434_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058704_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00062600_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058722_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058794_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00065410_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00055264_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00062592_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00065370_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058683_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00058692_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00065421_L,Ceratina strenua,Ceratina,Xylocopinae,Apidae,Female,UCSB,,,
UCSB_IZC00039458_L,Diadasia australis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037255_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00041916_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00040929_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037347_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037492_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00030264_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00038762_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00038796_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00031299_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037171_L,Diadasia bituberculata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039393_L,Diadasia diminuta,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00028366_L,Diadasia diminuta,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00040450_L,Diadasia enavata,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037047_L,Diadasia laticauda,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00008065_L,Diadasia nigrifrons,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00035494_L,Diadasia nitidifrons,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00042236_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00041663_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00042237_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00041662_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00041664_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00041668_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037050_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00038642_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039260_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037041_L,Diadasia ochracea,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039444_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047190_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00046054_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039736_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00037320_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00042912_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00040321_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039575_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039429_L,Diadasia rinconis,Diadasia,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00030337_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00043584_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00009829_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047217_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,"""?"" on species label",,
UCSB_IZC00043471_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047281_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047330_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047396_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047293_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00046915_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00043205_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00047317_L,Eucera actuosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00010268_L,Eucera edwardsii,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00009231_L,Eucera edwardsii,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00039565_L,Eucera frater albopilosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00040849_L,Eucera frater albopilosa,Eucera,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00010287_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00041391_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,only left wing,,
UCSB_IZC00047053_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00033743_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00009790_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00009200_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00028354_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00014915_L,Habropoda depressa,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00010408_L,Habropoda tristissima,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00009181_L,Habropoda tristissima,Habropoda,Apinae,Apidae,Female,UCSB,,,
UCSB_IZC00055748_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058716_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058710_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058766_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058715_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058759_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059218_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059194_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055372_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062588_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059199_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059187_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059211_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059166_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058698_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059214_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065345_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058771_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059192_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065452_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055331_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058767_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062585_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058686_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058795_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065427_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062631_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00062621_L,Halictus confusus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00040311_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00046903_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00030348_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00030122_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00034799_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00042935_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00034847_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00047210_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00036773_L,Halictus farinosus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00040983_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055312_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055345_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055325_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065360_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065384_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065399_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055298_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055380_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055360_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065379_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055376_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055324_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055784_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055742_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065367_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065349_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065426_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055753_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065395_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065354_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055790_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055754_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055774_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055777_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065377_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055329_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055361_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055755_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055321_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055747_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065414_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055756_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055761_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055274_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055778_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065408_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065348_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055282_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055771_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055277_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055744_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065378_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055762_L,Halictus ligatus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00012013_L,Halictus rubicundus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00044274_L,Halictus rubicundus,Halictus,Halictinae,Halictidae,Female,UCSB,,,
LACM_ENT247827_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT601903_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT601925_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT601968_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT602211_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT602232_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT602292_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
LACM_ENT602319_L,Hesperapis larreae,Hesperapis,Dasypodainae,Melittidae,Female,LACM,,,
UCSB_IZC00058884_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058834_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058617_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058484_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058423_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058817_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058555_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058143_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058384_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058454_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058325_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058481_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058182_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058173_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058573_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058352_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058337_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058185_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058637_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058528_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058278_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058290_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058195_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058284_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058161_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00061362_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058611_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058194_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056411_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058341_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058156_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058181_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058397_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056445_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058659_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058151_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058522_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058665_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00056496_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058168_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058336_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058671_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058184_L,Lasioglossum bruneri,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055483_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055441_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055401_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055394_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055388_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055430_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055431_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055435_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055473_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055408_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055395_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055432_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055439_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055414_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055397_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055433_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055402_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055390_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055396_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055411_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055465_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055412_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055497_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055403_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055407_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055440_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055455_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055385_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055400_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055417_L,Lasioglossum callidum,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059219_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00055286_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059206_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065346_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058713_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058777_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00065443_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058753_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059189_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058756_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00058787_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00059172_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063917_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063934_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063939_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
UCSB_IZC00063956_L,Lasioglossum hitchensi,Lasioglossum,Halictinae,Halictidae,Female,UCSB,,,
